cid1_model,cid2_model,textmining
125962,161796,752
125962,72604,755
18313,160641,730
58412,184384,855
139634,66905,759
75201,167411,767
75201,4502,766
75201,68004,766
35121,149737,800
35121,8883,857
35121,180385,864
160135,130663,768
160135,45873,937
160135,63519,711
160135,130868,952
114661,176592,872
114661,41836,742
35721,53655,745
100625,6225,744
71706,9411,761
123143,1701,820
151614,134328,746
151614,85795,739
151614,69513,738
151614,117658,739
151614,87128,821
151614,167694,763
122379,18051,800
122379,181913,741
146334,156629,739
146334,35686,739
146334,18259,919
146334,155275,807
146334,12080,721
146334,134574,786
146334,135501,986
146334,23723,815
146334,179529,881
146334,123884,713
95506,43686,740
95506,27663,843
103193,12921,746
122563,119035,821
118039,50761,729
118039,59868,784
118039,29808,718
118039,118696,718
118039,96883,719
31180,24032,728
156570,77064,723
81609,171059,748
171059,81609,748
171059,15126,739
171059,162978,747
171059,86857,747
171059,172760,747
121644,44769,843
65510,139497,745
65510,47426,910
65510,162273,789
65510,107242,819
65510,78395,728
65510,64153,971
65510,82543,971
65510,27554,841
65510,91093,816
70419,163021,817
98895,170821,855
80932,42427,761
80932,166838,766
80932,25525,964
96957,40306,739
9476,74977,877
145743,126345,977
131169,171642,742
131169,27238,742
131169,159858,742
131169,30856,742
62800,76046,856
62800,33854,939
94365,111931,764
176675,122396,846
120348,123676,821
5613,99939,749
5613,161616,820
5613,112354,703
5613,121367,882
127739,56983,730
93421,71327,746
1321,82295,713
1321,149552,715
163217,99316,945
163217,53927,879
94841,8072,878
19070,139906,897
19070,177549,832
180409,87634,701
180409,88160,853
180409,36225,790
180409,71253,855
180409,15555,851
180409,113000,904
180409,60793,734
28853,7307,710
141131,21699,757
141131,58150,801
141131,12695,787
141131,175733,907
141131,163656,881
142959,85421,939
154369,128105,873
154369,40285,816
65991,68632,713
82841,54361,849
82841,150316,898
82841,44672,768
145892,151369,739
94187,44624,843
101485,163006,711
101485,13582,717
101485,141503,765
101260,167994,762
139022,115309,939
139022,66804,811
139022,14395,729
139022,82036,729
139022,150512,720
139022,183048,762
139022,177660,821
139022,38891,742
139022,175553,766
139022,17079,744
139022,93333,821
139022,8244,821
139022,159518,767
111957,59381,822
47315,78146,737
61587,48067,740
15735,55084,714
44774,110191,854
44774,131569,909
44774,75487,702
58980,149893,766
2624,159046,764
60188,139391,750
86788,140519,727
86788,80793,712
59381,111957,822
59381,181044,764
59381,117252,820
59381,174618,822
37922,115099,877
17328,166228,734
126064,177980,843
126064,73169,751
126064,91047,752
114851,10535,745
114851,156438,760
119571,581,739
178108,97650,736
39157,108590,765
135838,93244,821
162550,110725,735
162550,72468,715
18572,63089,730
11541,115988,737
151313,178338,722
158733,83704,747
158733,118988,754
158733,169828,762
158733,149059,717
158733,168359,785
158733,171460,752
158733,154041,711
101307,37012,755
101307,46986,924
101307,22214,711
101307,104140,902
63527,24586,765
35103,22214,740
56113,76442,791
56272,50117,744
124982,153650,822
124982,145881,706
124982,56376,710
155358,7407,712
85341,177997,730
75910,109568,769
133470,13900,739
854,29861,949
854,32370,761
854,80614,762
854,145647,770
854,152010,769
854,148046,745
854,64317,766
51299,71431,742
142484,2552,726
13725,170114,736
13725,177264,768
13725,2108,820
150522,177997,743
70125,109678,846
70125,14421,835
70125,17519,971
70125,82818,799
70125,73030,807
70125,138759,813
70125,133710,741
70125,21999,794
70125,45564,786
70125,181022,844
70125,173285,745
70125,2255,754
70125,22740,920
166982,110953,818
7162,136983,810
179427,24855,764
162429,24855,822
162429,166344,738
161176,88366,815
24132,92453,762
32887,174463,722
32887,146389,795
32887,2124,793
32887,144996,801
74330,149235,753
74330,154797,754
74330,167292,753
74330,18358,716
74330,45634,848
74330,112486,843
74330,139507,744
8493,2124,759
156009,82914,716
156009,91580,737
101585,65415,763
115142,17499,822
115142,131978,767
106397,145778,819
93216,105192,848
101156,168972,804
63982,47117,946
121556,68528,939
121556,155661,901
121556,20894,907
132299,162618,895
2826,33320,740
30433,136269,739
121270,13011,740
121270,128881,821
113906,76784,720
113906,172281,754
113906,5585,741
97268,168519,739
97268,40923,770
97268,74545,763
97268,46767,727
111583,84837,819
41690,100857,715
5135,23061,740
83225,74380,768
100585,55084,713
100585,3012,802
100585,129664,755
44503,24954,744
44503,87873,821
26018,174923,820
143936,38056,730
163283,112432,743
163283,75840,818
103684,77593,751
66864,51398,738
48984,169349,732
4083,149875,717
4083,111545,749
85540,68401,749
70577,127795,747
84141,36933,962
51719,173898,820
123641,11428,762
87342,138586,743
111906,87052,786
111906,163118,715
133210,139839,738
89027,51756,739
90834,14197,730
176179,139613,809
176179,45996,819
176179,15974,743
176179,162244,821
176179,1687,877
31446,47751,883
75991,45127,789
56833,24855,739
168747,167749,786
24841,69215,883
24841,30343,842
24841,50424,761
24841,29719,716
24841,139605,739
102670,157040,739
102670,168946,765
42062,40062,713
88282,34722,974
88282,51120,949
88282,38368,732
88282,112109,740
140646,42814,728
61265,2652,901
149221,10793,739
101053,158142,828
101053,56376,964
100327,72124,741
100327,152835,729
1816,149852,820
1816,164147,739
1816,78651,818
1816,146869,764
139653,9035,734
50530,40657,847
37993,106908,748
160543,152407,711
160543,158363,711
160543,178435,711
160543,16174,711
160543,39753,711
160543,110445,732
19960,166988,819
25414,176397,775
164319,42837,789
46099,175771,739
73271,157102,730
73271,11214,737
61503,128723,731
134586,118823,721
50389,37817,721
50389,39789,716
50389,127291,884
50389,159451,715
50389,34751,937
50389,105617,715
97684,28314,731
97684,128895,706
97684,160831,816
97684,109052,937
35765,57021,856
35765,83997,842
35765,148439,844
29794,127565,740
20489,51165,759
20489,50870,908
20489,28750,726
20489,144974,732
20489,101190,901
20489,129426,740
20489,6603,702
20489,47778,749
158770,62669,813
36289,9035,821
124312,9035,881
117078,163569,789
30476,88922,740
137792,143756,764
45550,33440,748
45550,85104,739
101049,135928,920
101049,57069,911
101049,177141,878
92804,166797,747
75342,105136,762
75342,50159,751
75342,13912,751
75342,97167,712
48618,125807,718
113941,8369,850
113941,124392,771
155082,109056,739
117942,10279,725
117942,28946,730
91222,161127,740
91222,111931,821
91222,90202,767
91222,64286,740
134999,51888,739
159680,94373,842
70809,151013,729
70809,134926,729
70809,94055,744
68198,107564,734
59739,173697,744
59739,37293,733
84239,153572,912
161815,180466,821
117658,151614,739
159727,10219,764
159727,115716,808
159727,154341,923
159727,131846,793
7173,19089,858
74545,168519,821
74545,40923,811
74545,97268,763
74545,46767,724
157173,80295,822
157173,28923,761
108424,115959,743
28425,87262,710
35026,77420,733
170773,159237,742
129071,174291,775
129071,127660,895
129071,171105,901
129071,55168,852
11813,181967,766
11813,43420,768
92712,171360,745
92712,75750,731
141146,25523,757
30943,11001,741
30943,113156,819
30943,60348,767
112616,84879,742
79903,140485,796
47207,183401,720
160047,173078,731
73254,159562,749
87287,159370,822
26619,51209,816
26619,149145,740
17918,7082,819
17918,132057,763
82552,95813,719
69235,109652,820
116886,24622,789
116886,73767,777
116886,27766,964
175556,64855,839
175556,155083,752
175556,68118,705
82215,20555,764
41195,119415,800
148383,63724,762
114135,151369,802
115196,167580,731
7405,49606,740
95924,16774,725
81380,181392,747
138440,105892,719
138440,161645,866
85021,68773,715
85021,176738,769
85021,174905,716
69796,180469,711
69796,26745,787
183691,46138,809
183691,28485,729
183691,170700,844
183691,159681,705
15295,21942,746
91326,32591,870
110253,11542,746
69513,151614,738
170676,7193,820
150350,40306,741
99625,78401,857
105571,70172,750
149059,158733,717
163997,22571,919
36434,63570,756
36434,51884,748
36434,162400,749
36434,63802,977
36434,85391,717
36434,52903,762
144482,118044,746
144482,174348,913
144482,34529,706
144482,148525,842
144482,16103,842
144482,116287,880
144482,66335,908
144482,179289,849
144482,73274,863
144482,59877,726
144482,139814,782
144482,128544,791
144482,144522,891
144482,143380,859
144482,23202,702
144482,92316,835
144482,127042,786
144482,52156,824
144482,94464,743
144482,78608,869
144482,27702,743
134355,124020,821
171011,149350,745
110443,73295,724
138639,78089,739
147398,116962,703
147398,157706,870
147398,109849,812
147398,69498,839
147398,88356,746
147398,144491,882
147398,164671,788
147398,75863,908
147398,142748,801
147398,67986,720
147398,157749,959
147398,77797,740
147398,38162,880
147398,67020,760
147398,174887,705
147398,93453,829
147398,176548,887
147398,52040,726
147398,168373,816
147398,162144,870
147398,99991,935
147398,1494,786
147398,718,858
147398,182848,722
147398,38968,911
147398,108373,771
147398,135791,924
147398,130784,755
147398,46138,754
147398,5473,959
147398,34423,946
147398,11182,846
147398,146936,751
147398,124960,753
147398,1183,827
147398,50668,723
147398,157027,799
147398,154459,806
147398,93675,748
147398,117851,742
147398,13487,716
147398,100088,714
147398,156064,785
147398,115167,843
147398,10765,859
147398,130141,782
147398,71526,862
147398,128350,712
147398,68199,734
147398,101308,728
147398,141154,765
147398,11851,776
147398,149496,708
147398,47624,932
147398,43830,824
147398,95398,716
147398,142932,917
147398,51833,785
147398,21135,701
161793,31659,709
177262,111943,820
91840,142010,742
91840,134778,720
124429,54636,747
85233,184021,820
24226,135870,739
152883,116730,732
151369,43162,740
151369,178897,763
151369,114135,802
151369,145892,739
151369,27344,821
151369,149699,744
151369,169524,820
85399,166296,820
18138,118267,885
18138,139497,872
18138,165231,820
18138,62834,767
18138,92876,821
18138,87430,738
18138,170793,730
30069,182848,751
120866,174619,743
153381,125807,833
170111,154233,749
52521,142961,751
166017,96072,736
166017,30079,764
14292,61279,762
178897,151369,763
27371,59299,844
27371,148788,807
27371,67068,959
27371,121306,899
27371,111215,766
27371,84826,764
27371,17631,788
27371,176779,789
27371,56102,822
27371,119091,741
59124,136937,730
112990,29700,736
99455,15974,736
99455,141468,743
49860,35793,747
37144,26487,730
37144,35342,769
24653,111753,739
172123,106279,741
67791,166895,747
171642,131169,742
50695,16131,739
50695,14628,762
154548,11088,735
177264,13725,768
79434,112354,784
109600,48894,732
56553,147449,709
56553,164568,831
56553,159451,819
56553,33943,744
56553,116987,742
56553,173955,931
56553,80771,924
56553,38961,819
56553,15438,945
56553,60051,844
56553,135928,794
56553,57069,817
56553,129983,894
56553,143369,914
56553,98454,766
56553,8081,862
103542,77085,734
154099,110472,733
154099,47117,740
25583,175065,742
26207,98330,763
124751,57734,750
164189,55084,821
164189,68200,756
164189,5983,932
164189,184258,785
30606,180062,815
139776,36001,866
74885,5591,895
183172,159370,767
177883,128812,740
177883,54983,730
177883,158340,884
177883,26749,885
177883,61517,822
177883,96899,714
127436,83877,881
56399,8369,918
56399,124392,760
85691,145397,920
63688,146994,822
63046,27051,741
45338,61242,740
53881,113882,743
89671,121637,859
89671,167531,731
95121,180589,738
60554,174376,753
77624,106803,731
77624,126711,740
77624,175529,732
184330,82682,820
37404,66385,763
5624,105602,760
181204,64596,840
181204,24586,800
181204,103743,855
29951,94410,728
29951,104285,954
29951,182159,737
29951,123577,857
29951,156047,740
29951,34785,921
29951,5678,764
92105,126339,821
42046,40098,821
176755,141540,742
149491,73395,931
149027,175414,730
140243,61379,745
173916,61275,742
132288,42856,794
132288,52938,923
132288,127846,764
132288,44096,893
132288,93365,822
132288,13453,715
132288,182846,756
132288,128495,712
132288,121212,710
132288,152923,749
132288,151640,821
10717,43338,712
78602,88082,840
78602,155840,933
111770,14116,767
22229,51620,842
24309,74889,739
45858,180360,761
94184,173752,739
64559,58258,742
129481,65127,735
35996,38251,730
93240,155330,762
27445,25521,729
6039,65435,741
13105,9019,761
13105,4997,765
65945,83683,744
144108,103951,739
13433,33968,716
161513,134562,747
176573,77060,753
176573,51716,933
176573,38968,761
176573,101875,800
176573,67481,752
77751,56629,821
71552,30115,821
71552,167240,822
138101,8566,763
136062,155518,739
154702,29000,743
154702,132597,740
124316,179651,739
121294,103790,744
121294,44348,782
84208,2895,709
84208,104844,835
84208,85833,908
84208,2067,884
84208,81197,980
84208,110862,713
84208,161650,750
84208,88251,784
84208,91837,726
84208,71413,707
84208,40670,861
84208,6746,810
84208,180823,830
84208,168231,913
84208,81003,817
84208,105892,785
84208,101247,960
84208,78500,819
84208,101188,812
146880,161881,760
9504,159863,748
9504,10432,785
107375,115540,761
58542,71021,765
81084,100679,748
133737,180527,741
1115,161127,713
1115,21400,717
98407,13932,817
98407,70978,763
166296,85399,820
96919,91345,745
112046,125735,918
176864,65845,843
176864,76556,716
129077,23772,865
121325,69597,882
101041,125937,844
101041,180312,900
130972,45411,739
26378,42889,718
157116,129117,757
157116,116677,727
151789,73520,738
151789,81460,820
151789,143354,739
138936,90769,748
71652,113079,718
71652,132226,826
71652,96223,738
71652,99657,724
71652,98085,733
71652,180713,921
71652,122172,881
71652,76287,740
71652,145488,770
173988,27981,822
173988,83498,821
173988,70316,821
173988,112048,732
173988,167853,739
173988,25394,739
148687,61950,841
84878,131048,936
84878,72010,947
84878,15555,948
84878,51833,755
88703,143286,796
88703,160339,845
88703,133942,844
165381,827,877
166627,128698,820
166627,20012,820
90323,215,740
90323,167500,739
78709,130168,765
11323,83359,738
172110,138558,720
69079,108021,773
142877,15791,742
65415,101585,763
65415,158652,763
65415,149686,763
73297,90955,785
73297,50360,739
73297,167689,786
73297,148423,763
89076,56186,842
89076,104016,845
115697,122733,745
115697,71362,841
115697,9449,754
115697,117946,842
115697,39865,752
115697,124393,820
115697,78309,764
94360,162573,702
94360,45205,714
94360,72762,954
94360,54235,877
94360,68344,841
120352,62591,734
120352,131681,733
120352,40283,767
120352,89494,875
120352,132971,799
120352,92272,714
120352,68716,891
120352,134900,953
120352,173447,732
53077,18259,712
53077,44268,775
53077,156984,735
53077,174503,890
53077,88251,791
53077,97929,971
53077,156361,762
53077,23785,971
53077,21887,919
53077,72658,735
53077,87530,723
53077,145474,830
53077,102175,802
53077,38337,712
53077,122184,854
2165,28459,764
73598,86556,903
146808,40357,796
146808,44311,761
146808,120661,855
146808,182292,830
146808,24575,730
146808,84798,753
16302,9616,747
32370,854,761
93180,21861,775
93180,115349,775
93180,141189,705
93180,55261,915
93180,179529,877
93180,183605,749
3781,162573,717
3781,15308,713
3781,96611,740
3781,62591,829
3781,158340,777
3781,105903,716
3781,18328,828
3781,131681,746
3781,69216,724
3781,155533,884
3781,177579,810
3781,97929,713
3781,23785,745
3781,122475,801
3781,44738,736
3781,18625,880
3781,92272,812
3781,53248,943
3781,54215,901
3781,44298,759
3781,18358,802
3781,1101,797
3781,102765,900
3781,8860,874
3781,35560,940
3781,139616,747
3781,50458,701
3781,9124,882
3781,169947,868
3781,397,726
3781,76445,763
3781,126077,706
3781,587,712
3781,157238,756
3781,44731,744
3781,107425,798
171030,175795,965
171030,80302,821
171030,166380,820
171030,167604,749
171030,94855,781
55873,140222,740
55873,143857,743
69553,92321,745
69553,99971,970
69553,125052,821
